document,product,source,movie_kor,cleaned,cluster
"압도 '사도' vs 꽉찬 '메이즈러너2'...'베테랑', 역대 7위로 (38주차 박스... [비에스투데이 황성운 기자] 영화 '사도'가 2015년 38주차(9월 18~20일) 극장가를 장악했다. 상영관수, 횟수, 관객 동원 등 모든 면에서 압도했다. '메이즈 러너:스코치 트라이얼'(이하 '메이즈 러너2')은 전편의... ",sado,naver_news_integrated.csv,사도,압도 사도 메이즈 러너 베테랑 역대 박스 비에스 투데이 황성운 기자 사도 극장가 장악 상영관 횟수 관객 동원 압도 메이즈 러너 스코치 이하 메이즈 러너 전편,3
"연휴 극장가는 한국영화가 강세... '남산의 부장들' 박스오피스 1위 이 중에서 한국영화 ’남산의 부장들‘과 ’히트맨‘이 1, 2위의 인기를 차지하고 있다. 24일 영화진흥위원회 통합전산망 집계에 따르면 '남산의 부장들'은 개봉 3일만에 약 112만 관객들 기록했다. 개봉과 동시에... ",the_man_standing_next,naver_news_integrated.csv,남산의 부장들,연휴 극장 한국 강세 남산 부장 박스오피스 한국 남산 부장 히트맨 인기 차지 진흥 위원회 통합 전산망 집계 남산 부장 개봉 관객 기록 개봉 동시,1
"[SS포토]최소 500만 이상의 관객 동원 노리는 영화 '사도' 영화 ‘사도’는 조선시대 영조와 사도세자의 비극적인 가족사를 다룬 영화로 이준익 감독이 연출을 맡았으며 송강호, 유아인, 문근영, 김혜숙, 전혜진 등이 출연한다. 2015. 9. 3. upandup@sportsseoul.com... ",sado,naver_news_integrated.csv,사도,포토 최소 이상 관객 동원 사도 조선 영조 사도 세자 비극 가족사 이준익 감독 연출 송강호 유아인 문근영 김혜숙 전혜진 출연,3
"안태진 감독, 첫 영화는 '올빼미' 안태진 감독이 10일 오전 서울 용산 CGV에서 진행된 영화 ‘올빼미’ 언론시사회에서 인사말을 하고 있다. ‘올빼미'는 밤에만 앞이 보이는 맹인 침술사 경수(류준열 분)가 소현세자의 죽음을 목격한 후 진실을... ",the_night_owl,naver_news_integrated.csv,올빼미,안태진 감독 올빼미 안태진 감독 오전 서울 용산 진행 올빼미 언론 시사회 인사말 올빼미 맹인 침술사 경수 류준열 소현 세자 죽음 목격 진실,2
영화 '남산의 부장들' 사흘째 박스오피스 1위 차지...설 연휴 극장가 관... 25일 영화관입장권 통합전산망에 따르면 영화 '남산의 부장들'이 전날 53만5천141명을 동원해 사흘째 박스오피스 1위를 차지했다. 히트맨은 22만805명을 불러모으며 2위를 기록했고 이틀 전보다 관객은 83.2% 늘었다.... ,the_man_standing_next,naver_news_integrated.csv,남산의 부장들,남산 부장 사흘 박스오피스 차지 연휴 극장가 관입 장권 통합 전산망 남산 부장 전날 동원 사흘 박스오피스 차지 히트맨 기록 이틀 관객,1
"'남산의 부장들' 김구라, 뼈 때리는 추천 영상 ''내부자들' 재미에 가까... 영화 '남산의 부장들'이 김구라의 추천 영상을 공개했다. 방송인 김구라는 오는 23일 메가토크의 진행을 위해 '남산의 부장들'을 선관람한 바. 영화 종료 후 김구라는 '남산의 부장들'을 한마디로 '무겁지만 재미있는 영화... ",the_man_standing_next,naver_news_integrated.csv,남산의 부장들,남산 부장 김구라 추천 영상 내부자 재미 남산 부장 김구라 추천 영상 공개 방송인 김구라 메가 토크 진행 남산 부장 관람 종료 남산 부장 한마디,1
"'남산의 부장들' 11일째 400만 돌파, 이병헌→이성민 감사 인사[NC스코어... 영화 '남산의 부장들'(감독 우민호)이 개봉 11일째 400만 관객을 돌파했다. 1일 오후 영화진흥위원회 영화관입장권 통합전산망 배급사 집계에 따르면 '남산의 부장들'은 누적 관객수 400만 1,269명을 기록했다. '남산의... ",the_man_standing_next,naver_news_integrated.csv,남산의 부장들,남산 부장 돌파 이병헌 이성민 감사 인사 스코어 남산 부장 감독 우민호 개봉 관객 돌파 오후 진흥 위원회 관입 장권 통합 전산망 배급사 집계 남산 부장 누적 관객 기록 남산,1
"“보아도 못 본 척해야” 류준열-유해진 ‘올빼미’ 올해 최고의 반전[... 올해 최고의 반전 드라마, 영화 ‘올빼미’다. 후반 10여분은 특히 목격했지만 함구하는 게 올바른 ‘스포 금지 라인.’ 다만 룩 앤 필만 묘사하자면 영화 전반에 펼쳐지는 ‘깊고 푸른 밤’처럼 서슬 퍼런 블루 여기에... ",the_night_owl,naver_news_integrated.csv,올빼미,류준열 유해진 올빼미 올해 반전 올해 반전 드라마 올빼미 후반 목격 함구 묘사 전반 서슬 여기,2
"[현장] 영화 '올빼미' 류준열, '작품의 좋은 미장센 되자는 생각으로 선... 영화 '올빼미'의 배우 류준열이 이번 작품을 통한 개인적 성장에 대해 언급했다. 10일 서울 용산구 CGV 용산아이파크몰에서 진행된 영화 '올빼미'(감독 안태진) 언론시사회에 참석한 배우 류준열은 '제가 처음 배우가 되기로... ",the_night_owl,naver_news_integrated.csv,올빼미,현장 올빼미 류준열 작품 미장센 올빼미 작품 개인 성장 언급 서울 용산구 용산 아이파크몰 진행 올빼미 감독 안태진 언론 시사회 참석 배우 류준열 처음 배우,2
"마동석·윤시윤, '100만 돌파' 올빼미 흐름 빼앗을까 30일 영화관입장권 통합전산망에 따르면이 영화 '올빼미'가 누적 관객 수 103만6808명을 기록하며 100만 관객 수를 돌파했다. 이로써 올빼미는 2022년 영화 중 20번째로 100만 관객을 모은 영화가 됐다. 개봉 일주일 만에... ",the_night_owl,naver_news_integrated.csv,올빼미,마동석 윤시윤 돌파 올빼미 흐름 관입 장권 통합 전산망 올빼미 누적 관객 기록 관객 돌파 올빼미 관객 개봉 주일,2
'남산의 부장들' 손익분기점 돌파 가능?…실화 배경 영화의 힘 실화를 바탕으로 하는 영화 '남산의 부장들'이 손익분기점 돌파에 성공할 수있을지 여부에 관심이 쏠리고 있다. 31일 영화진흥위원회 영화관입장권 통합전산망에 따르면 전일 기준 영화 '남산의 부장들'은 전국... ,the_man_standing_next,naver_news_integrated.csv,남산의 부장들,남산 부장 손익 분기점 돌파 가능 실화 실화 바탕 남산 부장 손익 분기점 돌파 성공 여부 관심 진흥 위원회 관입 장권 통합 전산망 전일 기준 남산 부장 전국,1
"섹션TV 연예통신, 영화 '남산의 부장들' 이병헌x곽도원x이희준 출연 사진= MBC '섹션TV 연예통신' 오늘(16일) 밤 방송되는 MBC '섹션TV 연예통신'에서는 영화 '남산의 부장들'로 만난 이병헌, 곽도원, 이희준과의 특별한 인터뷰가 공개된다. 영화 '남산의 부장들'은 1979년 제2의 권력자라 불리던... ",the_man_standing_next,naver_news_integrated.csv,남산의 부장들,섹션 연예 통신 남산 부장 이병헌 곽도원 희준 출연 사진 섹션 연예 통신 오늘 방송 섹션 연예 통신 남산 부장 곽도원 이희준 특별 인터뷰 공개 남산 부장 권력,1
"'각하, 400만 돌파'..'남산의 부장들' 청와대 스타일 스틸 영화 '남산의 부장들'(감독 우민호)400만 돌파를 기념해 스페셜 스틸이 공개 됐다. 4일 쇼박스는 '남산의 부장들' 청와대 신년 화보 스타일의 스틸을 공개했다. '남산의 부장들'은 1979년, 제2의 권력자라 불리던... ",the_man_standing_next,naver_news_integrated.csv,남산의 부장들,각하 돌파 남산 부장 청와대 스타일 스틸 부장 감독 우민호 돌파 기념 스페셜 스틸 공개 쇼박스 남산 부장 청와대 신년 화보 스타일 스틸 공개 남산 부장 권력,1
"[정민아의 세상을 비추는 스크린] 사도 천만 영화의 주역들이다. ‘왕의 남자’(2005)의 감독인 이준익, ‘변호인’(2013)의 송강호, ‘베테랑’(2015)의... 슬프고도 장엄한 휴먼 드라마인 ‘사도’는 2016년도 미국 아카데미영화제 외국어영화상 한국 후보작으로... ",sado,naver_news_integrated.csv,사도,정민아 세상 스크린 사도 천만 주역 남자 감독 이준익 변호인 송강호 베테랑 장엄 휴먼 드라마 미국 아카데미 영화제 외국어 한국 후보작,3
영화 '남산의 부장들' 천만 영화 청신호 …개봉 11일째 400만 돌파 영화 '남산의 부장들'이 400만 관객을 돌파해 천만 영화의 청신호가 켜졌다. 1일 개봉 11일 째를 맞이한 '남산의 부장들'은 1979년 대한민국 제2의 권력자로 불리던 중앙정보부장 김규평(이병헌 분)이 대통령 암살 사건을... ,the_man_standing_next,naver_news_integrated.csv,남산의 부장들,남산 부장 천만 청신호 개봉 돌파 남산 부장 관객 돌파 천만 청신호 개봉 남산 부장 대한민국 권력자 중앙정보부 김규 이병헌 대통령 암살 사건,1
'올빼미' 9일 연속 박스오피스 1위 '쿠키영상·평점·출연진은?' 올빼미 / 영화사 담담 영화 '올빼미'가 9일 연속 박스오피스 정상을 차지했다. 2일 오전 영화진흥위원회 영화관입장권 통합전산망 집계에 따르면 '올빼미'는 전날 8만 3231명의 관객을 동원했다. 총 누적 관객 수는 121만... ,the_night_owl,naver_news_integrated.csv,올빼미,올빼미 연속 박스오피스 쿠키 영상 평점 출연진 올빼미 영화사 담담 연속 박스오피스 정상 차지 오전 진흥 위원회 관입 장권 통합 전산망 올빼미 전날 관객 동원 누적 관객,2
"[영화 순위] 12월 5일(월) 류준열·유해진 주연 '올빼미' 1위(47.5%), 마동... 영화 '올빼미'는 11월 23일 개봉했으며, 누적관객수는 1,832,518명, 어제 상영횟수는 5,261회, 누적매출액은 180억원이다. 관객수 2위는 마동석·정경호·오나라·최병모 주연 '압꾸정'이다. '압꾸정'은 11월 30일... ",the_night_owl,naver_news_integrated.csv,올빼미,순위 류준열 유해진 주연 올빼미 마동 올빼미 개봉 누적 관객 상영 횟수 누적 매출액 관객 마동석 정경호 오나라 최병모 주연 이다,2
"'올빼미' 흥행 비하인드, 이준익 감독 '양념' 덕 완성도 더했다 개봉 후 줄곧 박스오피스 정상을 지키고 있는 영화 ‘올빼미’는 밤에만 앞이 보이는 맹인 침술사가 세자의 죽음을 목격한 후 진실을 밝히기 위해 벌이는 하룻밤의 사투를 그린 스릴러로, 천만 관객을 동원한 영화 ‘왕의... ",the_night_owl,naver_news_integrated.csv,올빼미,올빼미 흥행 비하인드 이준익 감독 양념 완성 개봉 박스오피스 정상 올빼미 맹인 침술사 세자 죽음 목격 진실 하룻밤 사투 스릴러 천만 관객 동원,2
"[셀럽이슈] 골든에그지수 97%, 입소문 탄 ‘올빼미’ 10월, 11월 가을 비수기를 맞아 잠시 주춤한 모습을 보였던 극장가에 영화 ‘올빼미’(감독 안태진)가 관객들의 선택을 받으며 한국 영화의 자존심을 살리고 있다. 28일 영화진흥위원회 통합전산망에 따르면 ‘올빼미’는... ",the_night_owl,naver_news_integrated.csv,올빼미,골든 지수 입소문 올빼미 가을 비수기 모습 극장가 올빼미 감독 안태진 관객 선택 한국 자존심 진흥 위원회 통합 전산망 올빼미,2
"'내 영화지만 웰메이드'…'남산의 부장들', 배우 이병헌의 자신감 [인터... 이병헌은 16일 오후 서울 삼청동의 한 카페에서 영화 '남산의 부장들'(감독 우민호) 인터뷰를 진행했다. '남산의 부장들'은 1979년, 제2의 권력자라 불리던 중앙정보부장(이병헌 분)이 대한민국 대통령 암살사건을 벌이기 전... ",the_man_standing_next,naver_news_integrated.csv,남산의 부장들,웰메이드 남산 부장 배우 이병헌 자신감 인터 오후 서울 삼청동 카페 남산 부장 감독 우민호 인터뷰 진행 남산 부장 권력 중앙정보부 이병헌 민국 대통령 암살 사건,1
영화 '올빼미' 연출한 안태진 감독[★포토] 영화 '올빼미' 안태진 감독이 15일 오후 서울 종로구 삼청동의 한 카페에서 진행된 인터뷰를 위해 포즈를 취하고 있다. '올빼미'는 밤에만 앞이 보이는 맹인 침술사가 세자의 죽음을 목격한 후 진실을 밝히기 위해... ,the_night_owl,naver_news_integrated.csv,올빼미,올빼미 연출 안태진 감독 포토 태진 감독 오후 서울 종로구 삼청동 카페 진행 인터뷰 포즈 올빼미 맹인 침술사 세자 죽음 목격,2
[人스타] 이희준 “일절의 애드립 없이 긴장감으로 채워진 영화 ‘남산... 개봉 5일 만에 300만 관객을 동원하며 2020년에 꼭 봐야하는 영화에 등극한 ‘남산의 부장들’에서 대통령을 향한 맹목적인 충성심을 지닌 경호실장 곽상천을 연기한 이희준이다. Q. 완성된 영화를 보신 소감은 어떠신가? A.... ,the_man_standing_next,naver_news_integrated.csv,남산의 부장들,스타 이희준 일절 애드립 긴장감 남산 개봉 관객 동원 등극 남산 부장 대통령 맹목 충성심 경호실 상천 이희준 완성 소감,1
"[책영사] 남산의 부장들: 이병헌 이성민 곽도원 이희준이 한 영화에서 ... 영화 &lt;남산의 부장들&gt;, 청취자 여러분은 어떻게 보셨나요? 댓글과 메일로 여러분의 이야기 기다리겠습니다. 새해 복 많이 받으세요!(글 인턴 서예서, 감수 MAX) 진행: MAX 출연: 라미, 안군, 씬디, 청취자 올림최님... ",the_man_standing_next,naver_news_integrated.csv,남산의 부장들,영사 남산 부장 이병헌 이성민 곽도원 이희준 남산 부장 청취자 여러분 댓글 메일 여러분 이야기 새해 인턴 서예 감수 진행 출연 라미 안군 청취,1
[포토]영화 '올빼미' 연출한 안태진 감독 안태진 감독이 10일 서울 용산구 GCV 아이파크몰에서 진행된 영화 ‘올빼미’ 시사회 및 기자간담회에서 취재진의 질문에 답을 하고 있다. 영화 ‘올빼미’는 밤에만 앞이 보이는 맹인 침술사가 세자의 죽음을 목격한... ,the_night_owl,naver_news_integrated.csv,올빼미,포토 올빼미 연출 안태진 감독 안태 감독 서울 용산구 아이파크몰 진행 올빼미 시사회 기자 간담회 취재진 질문 올빼미 맹인 침술사 세자 죽음 목격,2
"사유의 계절 가을… 융·건릉에서 '사도'를 생각하다 화성시, 10월 3~4일 '2015 정조 효 문화제' 융·건릉과 용주사 일원에서 개최 사도세자의 묘 융릉을 향하는... 화성/아시아투데이 김주홍 기자 = 조선시대 사도세자의 비극적인 마지막 8일을 그린 영화 ‘사도’가 지난 16일... ",sado,naver_news_integrated.csv,사도,사유 계절 가을 건릉 사도 화성시 정조 문화 건릉 일원 개최 사도 세자 융릉 화성 아시아 투데이 김주홍 기자 조선 시대 사도 세자 비극 마지막 사도,3
'남산의 부장들' 방탄소년단→진중권 사로잡은 마성의 매력 영화 '남산의 부장들'이 폭발적인 입소문을 이어가고 있는 가운데 화려한 팬덤을 자랑하는 아이돌부터 언론 논객까지 각계각층의 오피니언 리더들이 관람 인증을 해 화제다. '남산의 부장들'(감독 우민호·제작... ,the_man_standing_next,naver_news_integrated.csv,남산의 부장들,남산 부장 방탄소년단 진중권 마성 매력 남산 부장 폭발 입소문 가운데 팬덤 자랑 아이돌 언론 논객 각계각층 피니언 리더 관람 인증 화제 남산 부장 감독 우민호 제작,1
"영화 '올빼미', 높은 완성도라는 평가 속 이준익 감독부터 정진영, 박지... 이처럼 수많은 셀럽들이 적극 추천하는 영화 &lt;올빼미&gt;는 개봉과 동시에 박스오피스 1위를 석권하는 등 성공적인 흥행 속에 전국 개봉관에서 순항중이다. [사진 : ㈜씨제스엔터테인먼트 제공]",the_night_owl,naver_news_integrated.csv,올빼미,올빼미 완성도 평가 이준익 감독 정진영 박지 적극 추천 올빼미 개봉 동시 박스오피스 석권 성공 흥행 전국 개봉관 순항 사진 제스 엔터 제공,2
"'올빼미' 개봉 기념 8인 포스터 공개...영화 속 긴장감 담아내 영화 '올빼미'가 세자가 죽은 그날 밤, 비밀을 마주한 8인의 인물을 한 컷에 담아낸 스페셜 포스터를 공개했다. 공개된 스페셜 포스터는 어둠 속 달이 흐릿하게 보이는 배경으로 세자 죽음의 진실이 감춰져 있는 듯한 느낌을... ",the_night_owl,naver_news_integrated.csv,올빼미,올빼미 개봉 기념 포스터 공개 긴장감 올빼미 세자 그날 비밀 인물 스페셜 포스터 공개 공개 스페셜 포스터 어둠 보이 배경 세자 죽음 진실 느낌,3
"[포토]영화 '남산의 부장들' VIP 시사회, 모델 송경아 모델 송경아가 20일 서울 강남구 메가박스 코엑스점에서 진행된 영화 ‘남산의 부장들’ VIP 시사회 포토월 행사에서 취재진을 향해 포즈를 취하고 있다. 영화 ‘남산의 부장들’은 1979년, 제2의 권력자라 불리던... ",the_man_standing_next,naver_news_integrated.csv,남산의 부장들,포토 남산 부장 시사회 모델 송경아 모델 송경아 서울 강남구 메가 박스 코엑스 진행 남산 부장 시사회 포토 행사 취재진 포즈 남산 부장 권력,1
"'남산의 부장들', 2주 연속 박스오피스 정상…425만 관객 돌파 '흥행 질... 사진=㈜쇼박스 제공 영화 '남산의 부장들'이 극장가 비수기에도 불구하고 흥행을 이어가고 있다. 3일 영화진흥위원회 영화관입장권 통합전산만에 따르면 '남산의 부장들'은 지난달 31일부터 2월 2일까지 50만8058명의... ",the_man_standing_next,naver_news_integrated.csv,남산의 부장들,남산 부장 연속 박스오피스 정상 관객 돌파 흥행 사진 제공 남산 부장 극장가 비수기 흥행 진흥 위원회 관입 장권 통합 전산 남산 부장 지난달,1
[ST포토] 영화 '남산의 부장들' 연출한 우민호 감독 우민호 감독이 15일 오후 서울 용산 CGV에서 열린 영화 '남산의 부장들' 언론시사회에 참석하고 있다. 2020.01.15.,the_man_standing_next,naver_news_integrated.csv,남산의 부장들,포토 남산 부장 연출 우민호 민호 감독 오후 서울 용산 남산 부장 언론 시사회 참석,1
"조성하, 오늘(29일) '두데' 출격…'올빼미' 비하인드 전한다 영화 '올빼미'(감독 안태진)는 밤에만 앞이 보이는 맹인 침술사가 세자의 죽음을 목격한 후 진실을 밝히기 위해 벌이는 하룻밤의 사투를 그린 스릴러. '올빼미'의 조성하가 29일 오후 3시 MBC FM4U '두시의 데이트 뮤지... ",the_night_owl,naver_news_integrated.csv,올빼미,조성 출격 올빼미 비하인드 안태진 맹인 침술사 세자 죽음 목격 진실 하룻밤 사투 스릴러 올빼미 조성 오후 데이트,2
‘올빼미’ 안태진 감독 “영화 시작은 주맹증...역사적 개연성에 상상... 배우 유해진과 류준열의 출연으로 관심을 모으고 있는 영화 올빼미에 대해 안태진 감독은 올빼미는 역사적 개연성에 영화적 상상력을 더한 작품이라고 밝혔다. 안 감독은 10일 CGV 용산에서 열린 기자간담회에서 올빼미의... ,the_night_owl,naver_news_integrated.csv,올빼미,올빼미 안태진 감독 시작 주맹증 역사 개연 상상 배우 유해진 류준 출연 관심 올빼미 안태진 감독 올빼미 역사 개연 상상 작품 감독 기자 간담회 올빼미,2
"“박찬욱 감독님 표정이…” 영화 헤어질 결심, '진짜 도와주자' 말 나... 영화 ‘헤어질 결심’이 지난 4일 누적 관객 수 55만 명을 기록한 가운데 영화 팬들이 안타까움을 표현했다.  온라인 커뮤니티에는 최근 박찬욱 감독이 6년 만에 내놓은 ‘헤어질 결심’ 무대인사 후기와 흥행 부진에 대해... ",decision_to_leave,naver_news_integrated.csv,헤어질 결심,박찬욱 감독 표정 결심 결심 누적 관객 기록 가운데 표현 온라인 커뮤니티 최근 박찬욱 감독 결심 무대 인사 후기 흥행 부진,3
"'남산의 부장들' 뜨거운 입소문의 이유, 실력파 스태프들의 내공 지난 22일 개봉된 영화 '남산의 부장들'(감독 우민호·제작 하이브미디어코프)은 1979년, 제2의 권력자라 불리던 중앙정보부장(이병헌)이 대한민국 대통령 암살사건을 벌이기 전 40일 간의 이야기를 그린 영화다. 개봉 후 단... ",the_man_standing_next,naver_news_integrated.csv,남산의 부장들,남산 부장 입소문 이유 실력파 스태프 내공 개봉 남산 부장 감독 우민호 제작 하이브 미디어 코프 권력 중앙 정보 부장 대한민국 대통령 암살 사건 이야기 개봉,1
"송강호-유안인 주연 ‘사도’, 심리-북(Book)-역사까지 다양하게 즐긴다 2015년 하반기 최고의 기대작으로 손꼽히는 ‘사도’가 사전 시사회를 통해 다양한 시각으로 영화를 즐길 수 있는 관객과의 대화 자리를 마련한다. ‘영조’와 ‘사도’의 내면 심리에 초점을 맞춘 심리 콘서트는 물론... ",sado,naver_news_integrated.csv,사도,송강호 유안 주연 사도 심리 역사 다양 하반기 기대 사도 사전 시사회 시각 관객 대화 자리 마련 사도 내면 심리 초점 심리 콘서트,3
"[포토] 영화 올빼미의 주역들이 모여 배우 류준열, 안태진 감독, 유해진이 10일 오후 서울 용산 CGV아이파크몰에서 열린 영화 '올빼미'(감독 안태진, (주)씨제스엔터테인먼트, (주)영화사 담담) 언론시사 및 기자간담회에 참석해 포토타임을 고 있다. 유해진... ",the_night_owl,naver_news_integrated.csv,올빼미,포토 올빼미 주역 배우 류준열 안태진 감독 유해진 오후 서울 용산 아이파크몰 올빼미 감독 안태진 제스 엔터 영화사 담담 언론 시사 기자 간담회 참석 포토 타임,2
"유해진 왕 도전 '올빼미', 100만 돌파 눈앞…입소문 시작 영화 ‘올빼미’가 가볍게 개봉 첫 주말 박스오피스 1위를 차지했다. 영화관입장권통합전산망에 따르면 지난 23일 개봉한 ‘올빼미’(감독 안태진, 제작 씨제스엔터테인먼트·영화사담담)는 개봉 첫 주말인 25일부터... ",the_night_owl,naver_news_integrated.csv,올빼미,유해진 도전 올빼미 돌파 눈앞 입소문 시작 개봉 주말 박스오피스 차지 관입 장권 통합 전산망 개봉 올빼미 감독 안태진 제작 제스 엔터 사담 개봉 주말,2
"'왕과 사는 남자' 대박 나자…단종 책 사 읽고 영월 간다 영화 '왕이 사는 남자' 흥행이 출판 시장과 관광지까지 영향을 미치고 있다. 천만 관객 돌파를 눈앞에 두면서 극 중 단종의 이야기에 대한 관심이 커지고, 관련 역사서 판매와 유배지 방문객도 함께 늘어나는 모습이다.... ",the_kings_garden,naver_news_integrated.csv,왕과 사는 남자,남자 대박 나자 단종 영월 남자 흥행 출판 시장 관광지 영향 천만 관객 돌파 눈앞 단종 이야기 관심 관련 역사 판매 유배지 방문객 모습,3
"[포토]류준열-유해진-안태진 감독, 영화 '올빼미' 든든한 주역들 배우 류준열, 안태진 감독, 유해진이 10일 오후 서울 용산구 CGV 용산점에서 열린 영화 '올빼미' 언론시사회 및 기자간담회에 참석해 포토타임 촬영에 임하고 있다.",the_night_owl,naver_news_integrated.csv,올빼미,포토 류준열 유해진 안태진 감독 올빼미 주역 배우 안태진 감독 유해진 오후 서울 용산구 산점 올빼미 언론 시사회 기자 간담회 참석 타임 촬영,2
"[현장영상] 영화 '남산의 부장들' 언론시사회 현장, 이병헌·이성민·곽... 영화 '남산의 부장들' 언론시사회 15일 오후 서울 용산구 CGV 용산아이파크몰점에서 영화 '남산의 부장들' 언론시사회가 열렸다.이날 시사회에는 이병헌, 이성민, 곽도원, 이희준 등이 참석해 자리를 빛냈다.한편... ",the_man_standing_next,naver_news_integrated.csv,남산의 부장들,현장 영상 남산 부장 언론 시사회 이성민 남산 부장 언론 시사회 오후 서울 용산구 용산 아이파크몰 남산 부장 언론 시사회 시사회 이병헌 이성민 곽도원 이희준 참석 자리 한편,1
"[IS포토] 이병헌, 남산의 부장들 VIP 시사회 입장~ 배우 이병헌이 20일 저녁 서울 강남구 삼성동 메가박스 코엑스점에서 열린 영화 남산의 부장들 VIP 시사회에 참석, 포토월로 입장하고 있다. 영화 남산의 부장들 VIP 시사회에 참석한 이병헌영화 남산의 부장들 VIP... ",the_man_standing_next,naver_news_integrated.csv,남산의 부장들,포토 이병헌 남산 부장 시사회 입장 배우 이병헌 저녁 서울 강남구 삼성동 메가 박스 코엑스 남산 시사회 참석 포토 월로 입장 남산 부장 시사회 참석 이병헌 남산 부장,1
"이준익 감독, '올빼미' 안태진 감독 응원 '놀랍고 흥미진진한 첫 작품' 영화 '올빼미'(감독 안태진)를 통해 성공적인 데뷔를 마친 안태진 감독이 사극 장인 이준익 감독의 조언으로 웰메이드 작품을 탄생시켰다. '올빼미'는 밤에만 앞이 보이는 맹인 침술사가 세자의 죽음을 목격한 후 진실을... ",the_night_owl,naver_news_integrated.csv,올빼미,이준익 감독 올빼미 안태진 감독 응원 흥미 작품 올빼미 감독 안태진 성공 안태진 감독 사극 장인 이준익 감독 조언 웰메이드 작품 탄생 올빼미 맹인 침술사 죽음 목격 진실,2
"‘사도’ 유아인, 재벌3세에서 세자로 변신(NC포토) [영화정보]영화명: ‘사도’장르: 사극감독: 이준익개봉일: 2015년 9월 16일출연: 송강호, 유아인, 문근영, 김해숙, 전혜진 외.관람등급: 12세이상 관람가 (뉴스컬처=) 대한민국 No.1 문화신문 [뉴스컬처] [네이버 뉴스스탠드]... ",sado,naver_news_integrated.csv,사도,사도 유아 재벌 세자 변신 포토 정보 사도 장르 사극 감독 개봉 출연 송강호 유아인 문근영 김해숙 전혜진 관람 등급 이상 관람 뉴스 컬처 대한민국 문화 신문 뉴스 컬처 네이버 뉴스 스탠드,3
[추석특집] 엄마랑 '사도'·아내와 '탐정'· 여친과 '서부전선' 천만영화도 아직 간판을 내리지 않았네요. 우리 극장 갈래요? ■효도할땐 '사도' 개봉 2주 만에 200만 관객을... 페스티벌''2015 안시 국제애니메이션영화제''2014 토론토 어린이영화제' 등에서 먼저 인정 받았습니다. 좀 더... ,sado,naver_news_integrated.csv,사도,추석 특집 엄마 사도 아내 탐정 여친 서부 전선 천만 아직 간판 우리 극장 효도 사도 개봉 관객 페스티벌 안시 국제 애니메이션 영화제 토론토 어린이 영화제 인정,3
"'올빼미', 궁탈출 이벤트 오픈…영화 속 스릴 미리 맛보기 영화 '올빼미'가 개봉을 앞두고 다채로운 온·오프라인 프로모션을 시작해 이목을 집중시킨다. 영화 '올빼미'는 밤에만 앞이 보이는 맹인 침술사가 세자의 죽음을 목격한 후 진실을 밝히기 위해 벌이는 하룻밤의 사투를 그린... ",the_night_owl,naver_news_integrated.csv,올빼미,올빼미 탈출 이벤트 오픈 스릴 미리 올빼미 개봉 오프라인 프로모션 시작 이목 집중 올빼미 맹인 침술사 세자 죽음 목격 진실 하룻밤 사투,2
[영화랭킹] '남산의 부장들' 13일 연속 박스오피스 정상 영화 '남산의 부장들'이 개봉 13일째 박스오피스 정상을 지켰다. 영화 '남산의 부장들' 포스터 [사진=㈜쇼박스] 2020.02.04 jjy333jjy@newspim.com 4일 오전 영화진흥위원회 영화관입장권 통합전산망에 따르면 '남산의... ,the_man_standing_next,naver_news_integrated.csv,남산의 부장들,랭킹 남산 부장 연속 박스오피스 정상 남산 부장 개봉 박스오피스 정상 남산 부장 포스터 사진 쇼박스 오전 진흥 위원회 관입 장권 통합 전산망 남산,1
"BTS LA관람→진중권·김진애 극찬…'남산의 부장들' 각계각층 오피니언... 영화 '남산의 부장들'(우민호 감독, ㈜하이브미디어코프·㈜젬스톤픽처스 제작]이 폭발적인 입소문을 이어가고 있는 가운데 화려한 팬덤을 자랑하는 아이돌부터 언론 논객까지 각계각층의 오피니언 리더들이 관람... ",the_man_standing_next,naver_news_integrated.csv,남산의 부장들,관람 진중권 김진애 극찬 남산 부장 각계각층 피니언 남산 부장 우민호 감독 하이브 미디어 코프 스톤 픽처스 제작 폭발 입소문 가운데 팬덤 자랑 아이돌 언론 논객 각계각층 피니언 리더 관람,1
"[인터뷰①] 영화 '남산의 부장들' 이병헌, '우민호 감독, '마약왕' 개봉... 영화 '남산의 부장들'에 출연한 배우 이병헌이 우민호 감독을 언급했다. 동시에 전일 진행된 언론시사회 이후 반응도 전했다. 16일 오후 서울 종로구 삼청동에 위치한 한 카페에서 진행된 영화 '남산의 부장들' 개봉 라운드... ",the_man_standing_next,naver_news_integrated.csv,남산의 부장들,인터뷰 남산 부장 이병헌 우민호 감독 마약 개봉 남산 부장 출연 배우 이병헌 우민호 감독 언급 동시 전일 진행 언론 시사회 이후 반응 오후 서울 종로구 삼청동 위치 카페 진행 남산 부장 개봉 라운드,1
